Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
484345,COMPUTER ASSOC (OPERATIONS),FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",51233.0,58918.0
519059,CIVIL ENGINEER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",80557.0,111917.0
524858,STAFF ANALYST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",62470.0,71840.0
508421,CLERICAL ASSOCIATE,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,40017.0,62820.0
526807,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,External,"Engineering, Architecture, & Planning",17.5,17.5
511279,IT AUTOMATION AND MONITORING E,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",80000.0,85000.0
482672,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Policy, Research & Analysis",64140.0,64140.0
522281,EXECUTIVE AGENCY COUNSEL,OFFICE OF THE COMPTROLLER,External,Legal Affairs,155000.0,167000.0
171040,CLERICAL ASSOCIATE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Clerical & Administrative Support,32086.0,51981.0
430959,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,Internal,"Policy, Research & Analysis",74650.0,109409.0
502410,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,79428.0
524067,ADMINISTRATIVE ENGINEER,OFFICE OF THE COMPTROLLER,Internal,Legal Affairs,90000.0,110000.0
520519,CERTIFIED IT ADMINISTRATOR (LA,NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",85371.0,119883.0
484224,ADM ENGINEER (NON MGRL),DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",110000.0,110000.0
496081,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",74650.0,109409.0
519556,ADMINISTRATIVE DIRECTOR OF SOC,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,88936.0,181545.0
525554,COLLEGE AIDE (ALL CITY DEPTS),FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",15.5,19.9
482229,PROGRAM SPECIALIST  CORRECTION,DEPARTMENT OF CORRECTION,Internal,"Constituent Services & Community Programs Technology, Data & Innovation Social Services",60132.0,69152.0
518902,PUBLIC HEALTH SANITARIAN,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
471785,ECONOMIST,NYC HOUSING AUTHORITY,Internal,"Policy, Research & Analysis",56013.0,84862.0
511252,STAFF ANALYST,DEPARTMENT OF TRANSPORTATION,Internal,"Policy, Research & Analysis",53797.0,73243.0
459767,ASSISTANT ELECTRICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Building Operations & Maintenance Public Safety, Inspections, & Enforcement",57078.0,85646.0
471323,CYBER SECURITY ANALYST,DEPT OF INFO TECH & TELECOMM,Internal,"Technology, Data & Innovation",78795.0,104000.0
490970,STAFF ANALYST,OFF OF PAYROLL ADMINISTRATION,Internal,"Finance, Accounting, & Procurement",58152.0,74479.0
522841,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
527184,DEPUTY INSPECTOR GENERAL,DEPARTMENT OF INVESTIGATION,Internal,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",85000.0,95000.0
485822,COMPUTER SYSTEMS MANAGER,NYC EMPLOYEES RETIREMENT SYS,Internal,"Technology, Data & Innovation",125000.0,130000.0
508484,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,External,"Policy, Research & Analysis",65000.0,79000.0
522430,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,Internal,Legal Affairs,71423.0,107032.0
522843,SUMMER COLLEGE INTERN,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",15.0,17.5
527481,DIRECTOR OF PUBLIC INFORMATION,DEPARTMENT OF FINANCE,Internal,"Communications & Intergovernmental Affairs Policy, Research & Analysis",100000.0,125000.0
515069,INSPECTOR GENERAL,DEPARTMENT OF INVESTIGATION,Internal,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",130000.0,145000.0
527962,DIRECTOR OF  INVESTMENTS (COMP,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",250000.0,265000.0
527545,IT AUTOMATION AND MONITORING E,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",75000.0,80000.0
522281,EXECUTIVE AGENCY COUNSEL,OFFICE OF THE COMPTROLLER,Internal,Legal Affairs,155000.0,167000.0
525152,ASSOCIATE STAFF ANALYST,DEPARTMENT OF CORRECTION,External,Administration & Human Resources,70611.0,81203.0
497631,AGENCY ATTORNEY,DEPARTMENT OF CORRECTION,Internal,Legal Affairs,63228.0,91563.0
527526,SUMMER GRADUATE INTERN,DEPARTMENT OF BUILDINGS,External,"Legal Affairs Public Safety, Inspections, & Enforcement",15.93,24.73
465149,CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",90114.0,122168.0
519891,SUMMER COLLEGE INTERN,OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement",15.75,15.75
521515,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
495050,ASSOCIATE STAFF ANALYST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",81203.0,89323.0
511305,AUTO MECHANIC,DEPT OF CITYWIDE ADMIN SVCS,Internal,Administration & Human Resources,298.24,347.2
526766,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",17.5,17.5
526213,CITY RESEARCH SCIENTIST,CONSUMER AND WORKER PROTECTION,External,"Policy, Research & Analysis",75504.0,86830.0
522421,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
527013,ADMINISTRATIVE STAFF ANALYST (,DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,84451.0,113550.0
524261,CITY PARK WORKER,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,16.6264,16.6264
524261,CITY PARK WORKER,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,16.6264,16.6264
491601,SENIOR IT ARCHITECT,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",100000.0,150000.0
522909,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",64922.0,173486.0
526775,ADMINISTRATIVE FIRE PROTECTION,FIRE DEPARTMENT,Internal,"Public Safety, Inspections, & Enforcement",56990.0,186555.0
526955,ASSOCIATE URBAN DESIGNER,DEPARTMENT OF CITY PLANNING,External,"Engineering, Architecture, & Planning",74650.0,85847.0
523542,CONFIDENTIAL STRATEGY PLANNER,HRA/DEPT OF SOCIAL SERVICES,Internal,Legal Affairs,74710.0,100000.0
524425,INDUSTRIAL HYGIENIST,NYC HOUSING AUTHORITY,External,"Public Safety, Inspections, & Enforcement",56041.0,75318.0
522155,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Health",15.0,15.0
520723,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
526438,DECEDENT PROPERTY AGENT,PUBLIC ADMINISTRATOR-NEW YORK,Internal,"Public Safety, Inspections, & Enforcement",41483.0,63794.0
526788,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",17.5,17.5
487691,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",64922.0,173486.0
521254,INSPECTOR (CONSUMER AND WORKER,CONSUMER AND WORKER PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
526313,COLLEGE AIDE (ALL CITY DEPTS),CONSUMER AND WORKER PROTECTION,Internal,"Administration & Human Resources Finance, Accounting, & Procurement",15.5,19.9
523714,SUMMER GRADUATE INTERN,DEPARTMENT OF FINANCE,Internal,"Administration & Human Resources Technology, Data & Innovation",19.93,24.73
527247,ADMINISTRATIVE GRAPHIC ARTIST,DEPT OF INFO TECH & TELECOMM,External,"Technology, Data & Innovation",72038.0,150000.0
518355,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
490442,ADM CONSTRUCTION PRJ MGR-NM,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",53702.0,146121.0
510115,CLERICAL ASSOCIATE,HRA/DEPT OF SOCIAL SERVICES,Internal,Administration & Human Resources Social Services,40017.0,46019.0
496344,PUBLIC HEALTH ASSISTANT (SCHOO,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,17.57,20.21
509204,CONSULTANT (PUBLIC HEALTH-SOCI,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,66442.0,76408.0
524381,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",15.0,15.0
510957,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",74650.0,109409.0
508424,PUBLIC HEALTH NURSE (SCHOOL HE,DEPT OF HEALTH/MENTAL HYGIENE,External,Health,42.01,42.01
513197,CITY RESEARCH SCIENTIST,DEPARTMENT OF TRANSPORTATION,External,"Legal Affairs Public Safety, Inspections, & Enforcement",75504.0,94761.0
510664,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",98388.0,98388.0
527339,INSPECTOR (ELECTRICAL FOR PAYR,DEPARTMENT OF BUILDINGS,Internal,"Public Safety, Inspections, & Enforcement",56761.0,65275.0
492971,COMPUTER PROGRAMMER ANALYST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",59768.0,83740.0
507665,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,"Technology, Data & Innovation Policy, Research & Analysis",57500.0,69500.0
522043,ASSOCIATE CONTRACT SPECIALIST,DEPT OF YOUTH & COMM DEV SRVS,Internal,"Finance, Accounting, & Procurement",60193.0,90704.0
526170,ADM MANAGER-NON-MGRL FRM M1/M2,DEPARTMENT OF FINANCE,Internal,"Administration & Human Resources Communications & Intergovernmental Affairs Policy, Research & Analysis",69826.0,83243.0
522871,STAFF ANALYST TRAINEE,DEPT OF INFO TECH & TELECOMM,Internal,Administration & Human Resources,42150.0,48473.0
517600,ADMINISTRATIVE ENGINEER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",64922.0,173486.0
527009,PROJECT MANAGER (DBS),DEPARTMENT OF BUSINESS SERV.,Internal,Constituent Services & Community Programs,80931.0,208826.0
481931,PROTECTION AGENT (ACS),ADMIN FOR CHILDREN'S SVCS,Internal,"Public Safety, Inspections, & Enforcement Social Services",58095.0,66809.0
513354,Executive Program Specialist (,DEPT OF INFO TECH & TELECOMM,External,"Technology, Data & Innovation",58700.0,88000.0
510096,ACCOUNTANT,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",50217.0,65000.0
518449,COMPUTER SPECIALIST (SOFTWARE),TAXI & LIMOUSINE COMMISSION,External,"Technology, Data & Innovation",98901.0,120000.0
522946,YOUTH DEVELOPMENT SPECIALIST,ADMIN FOR CHILDREN'S SVCS,Internal,Social Services,47393.0,62138.0
526933,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,Administration & Human Resources,17.5,17.5
521681,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,External,Constituent Services & Community Programs Health,47155.0,54228.0
512904,DEPUTY COMMISSIONER (TRANSPORT,DEPARTMENT OF TRANSPORTATION,External,"Administration & Human Resources Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Technology, Data & Innovation Legal Affairs Policy, Research & Analysis",116506.0,238000.0
516832,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
527045,CLERICAL ASSOCIATE,LAW DEPARTMENT,External,Administration & Human Resources,36390.0,58953.0
519172,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,External,"Administration & Human Resources Finance, Accounting, & Procurement",65000.0,79000.0
525198,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,External,Administration & Human Resources Health,15.5,16.0
526505,COMPUTER SYSTEMS MANAGER,OFFICE OF THE COMPTROLLER,External,"Finance, Accounting, & Procurement",90000.0,100000.0
527579,CLERICAL ASSOCIATE,DEPARTMENT OF BUILDINGS,Internal,Administration & Human Resources,36390.0,41848.0
471742,ACCOUNTANT,OFF OF PAYROLL ADMINISTRATION,Internal,"Finance, Accounting, & Procurement",50217.0,68234.0
508419,COMMUNITY COORDINATOR,DEPT OF PARKS & RECREATION,External,Administration & Human Resources Constituent Services & Community Programs,54100.0,83981.0
516821,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,83399.0
505275,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,83399.0
518358,SUMMER GRADUATE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Technology, Data & Innovation",17.0,17.0
520972,CLERICAL ASSOCIATE,ADMIN TRIALS AND HEARINGS,External,Building Operations & Maintenance,40017.0,50000.0
524035,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",72038.0,192152.0
521800,SENIOR IT ARCHITECT,TAXI & LIMOUSINE COMMISSION,External,"Technology, Data & Innovation",100000.0,125000.0
485172,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,75504.0,86830.0
522344,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Administration & Human Resources Technology, Data & Innovation",15.0,17.5
525525,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,External,Constituent Services & Community Programs,54100.0,62215.0
522972,EXECUTIVE AGENCY COUNSEL,TAXI & LIMOUSINE COMMISSION,Internal,Legal Affairs,58700.0,120000.0
465318,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,External,Legal Affairs,63228.0,96526.0
272382,ASSOCIATE PUBLIC HEALTH SANITA,DEPT OF ENVIRONMENT PROTECTION,Internal,"Public Safety, Inspections, & Enforcement",60673.0,91795.0
520280,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",64922.0,173486.0
519143,CITY MEDICAL SPECIALIST (PART-,DEPARTMENT OF SANITATION,Internal,Health,79.23,84.86
525606,ADMINISTRATIVE PROJECT DIRECTO,HOUSING PRESERVATION & DVLPMNT,Internal,"Finance, Accounting, & Procurement",127000.0,137410.0
515170,ECONOMIST,NYC HOUSING AUTHORITY,Internal,"Policy, Research & Analysis",56013.0,84862.0
505335,PRINCIPAL ADMINISTRATIVE ASSOC,HRA/DEPT OF SOCIAL SERVICES,Internal,Social Services,47418.0,54531.0
436199,CONSTRUCTION PROJECT MANAGER,NYC HOUSING AUTHORITY,Internal,"Engineering, Architecture, & Planning",72063.0,122168.0
524817,SUMMER GRADUATE INTERN,POLICE DEPARTMENT,Internal,"Administration & Human Resources Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Technology, Data & Innovation Legal Affairs Policy, Research & Analysis",15.93,24.73
507127,COLLEGE AIDE (ALL CITY DEPTS),DEPT OF HEALTH/MENTAL HYGIENE,External,Health,15.5,19.9
465847,CONTRACT SPECIALIST,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",50000.0,60000.0
504079,ADMINISTRATIVE STAFF ANALYST (,HRA/DEPT OF SOCIAL SERVICES,Internal,"Administration & Human Resources Policy, Research & Analysis Social Services",94715.0,136260.0
505194,CERT IT DEVELOPER (APP),LAW DEPARTMENT,External,"Technology, Data & Innovation Legal Affairs",92194.0,106023.0
466597,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,External,"Administration & Human Resources Constituent Services & Community Programs Public Safety, Inspections, & Enforcement Social Services",54100.0,83981.0
521534,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
520781,TRANSPORTATION SPECIALIST,DEPARTMENT OF TRANSPORTATION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
505276,COMPUTER ASSOC (SOFTWARE),LAW DEPARTMENT,External,"Technology, Data & Innovation Legal Affairs",66597.0,76587.0
520316,CITY RESEARCH SCIENTIST,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Policy, Research & Analysis",75504.0,75504.0
526776,SUMMER COLLEGE INTERN,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",17.5,17.5
515951,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
469079,COMPUTER SPECIALIST (SOFTWARE),DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",85371.0,109990.0
520270,ASSISTANT MECHANICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
519269,CONSTRUCTION PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",72063.0,122168.0
524769,INSPECTOR GENERAL,DEPARTMENT OF INVESTIGATION,External,"Public Safety, Inspections, & Enforcement",130000.0,145000.0
522055,ASSOCIATE CONTRACT SPECIALIST,DEPT OF YOUTH & COMM DEV SRVS,Internal,"Finance, Accounting, & Procurement",60193.0,72000.0
521980,STAFF ANALYST,DEPARTMENT OF CORRECTION,Internal,"Legal Affairs Policy, Research & Analysis",62470.0,71840.0
521980,STAFF ANALYST,DEPARTMENT OF CORRECTION,Internal,"Legal Affairs Policy, Research & Analysis",62470.0,71840.0
507117,PROCUREMENT ANALYST,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",50972.0,82730.0
524268,CITY SEASONAL AIDE,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,15.45,15.45
524268,CITY SEASONAL AIDE,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,15.45,15.45
519415,AGENCY ATTORNEY,NYC HOUSING AUTHORITY,External,Legal Affairs,82137.0,85500.0
522006,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",15.0,15.0
522610,COMMUNITY COORDINATOR,PRESIDENT BOROUGH OF MANHATTAN,External,Constituent Services & Community Programs,54100.0,54100.0
527998,ADMINISTRATIVE HOUSING SUPERIN,NYC HOUSING AUTHORITY,Internal,Administration & Human Resources Building Operations & Maintenance,64922.0,173486.0
390805,ASSOCIATE STAFF ANALYST,LAW DEPARTMENT,Internal,"Administration & Human Resources Technology, Data & Innovation Building Operations & Maintenance",65731.0,75591.0
518918,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Technology, Data & Innovation",65604.0,73806.0
367653,COMPUTER ASSOC (SOFTWARE),DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Technology, Data & Innovation",64657.0,74356.0
525196,DEPARTMENT LIBRARIAN,LAW DEPARTMENT,Internal,Administration & Human Resources Legal Affairs,43834.0,50409.0
527340,PLAN EXAMINER (BLDGS),DEPARTMENT OF BUILDINGS,Internal,"Engineering, Architecture, & Planning",70341.0,80892.0
520633,INVESTIGATOR (CCRB),CIVILIAN COMPLAINT REVIEW BD,Internal,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",60213.0,69245.0
508868,PRINCIPAL ADMINISTRATIVE ASSOC,TAXI & LIMOUSINE COMMISSION,External,Administration & Human Resources Building Operations & Maintenance,53057.0,68000.0
234921,CERTIFIED IT ADMINISTRATOR (LA,NYC EMPLOYEES RETIREMENT SYS,Internal,Information Technology & Telecommunications,72260.0,98163.0
520623,AGENCY ATTORNEY INTERNE,CIVILIAN COMPLAINT REVIEW BD,Internal,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",62397.0,75760.0
526623,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Administration & Human Resources Legal Affairs,36390.0,41848.0
526623,CLERICAL ASSOCIATE,LAW DEPARTMENT,Internal,Administration & Human Resources Legal Affairs,36390.0,41848.0
457839,CERTIFIED IT ADMINISTRATOR (LA,NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",85371.0,119883.0
